metric,value,step,embedding,architecture,fold,run_type
epoch_loss,0.5579805970191956,0.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4516422152519226,1.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.346042275428772,2.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.3103911876678467,3.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.25089505314826965,4.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.2038654386997223,5.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.1936701536178589,6.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.2142399102449417,7.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.23118987679481506,8.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.199730783700943,9.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.16722507774829865,10.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.16258326172828674,11.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.1782996952533722,12.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.20401737093925476,13.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.21969883143901825,14.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.2245446741580963,15.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.22980114817619324,16.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.23725318908691406,17.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.24899622797966003,18.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.2657715678215027,19.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.28873613476753235,20.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.32432886958122253,21.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.3842434287071228,22.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4306676983833313,23.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4162442088127136,24.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.38553696870803833,25.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.377574622631073,26.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.39327922463417053,27.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.429348886013031,28.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.44333988428115845,29.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.43494516611099243,30.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.42089033126831055,31.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.41845807433128357,32.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.41669291257858276,33.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.39777320623397827,34.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.3917035460472107,35.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.40243783593177795,36.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.42446714639663696,37.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4328032433986664,38.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.43007975816726685,39.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.43586549162864685,40.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.46510791778564453,41.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.46211138367652893,42.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4179377555847168,43.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.3995535969734192,44.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4063950181007385,45.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4448680877685547,46.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4725480079650879,47.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4732275903224945,48.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.45317983627319336,49.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4263448119163513,50.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.42221784591674805,51.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.43481534719467163,52.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.43787938356399536,53.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4125003218650818,54.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.39943939447402954,55.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.3878210783004761,56.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.37236055731773376,57.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.3717803359031677,58.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.38116055727005005,59.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.39714136719703674,60.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.41868242621421814,61.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4496622085571289,62.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.45706433057785034,63.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.44250836968421936,64.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4142211079597473,65.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.40538138151168823,66.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4131435453891754,67.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.4231320917606354,68.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.44610220193862915,69.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.44831496477127075,70.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.43009597063064575,71.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.40669065713882446,72.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.38059180974960327,73.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.3680764138698578,74.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.8125,0.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.831250011920929,1.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.8374999761581421,2.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.856249988079071,3.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.887499988079071,4.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.925000011920929,5.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.925000011920929,6.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9125000238418579,7.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.8999999761581421,8.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.918749988079071,9.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9437500238418579,10.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.949999988079071,11.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9437500238418579,12.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.925000011920929,13.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,14.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,15.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,16.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9437500238418579,17.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9437500238418579,18.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,19.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,20.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,21.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.918749988079071,22.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9125000238418579,23.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.918749988079071,24.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,25.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,26.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,27.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,28.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,29.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,30.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,31.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,32.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,33.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,34.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,35.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,36.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,37.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,38.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,39.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,40.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,41.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,42.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,43.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,44.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,45.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,46.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,47.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,48.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,49.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,50.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,51.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,52.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,53.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,54.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,55.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,56.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,57.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,58.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,59.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,60.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,61.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,62.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,63.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,64.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,65.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,66.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,67.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,68.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,69.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,70.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9312499761581421,71.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,72.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,73.0,elmo,RNNCNN,fold3,validation
epoch_acc,0.9375,74.0,elmo,RNNCNN,fold3,validation
epoch_loss,0.7185891270637512,0.0,elmo,RNNCNN,fold3,train
epoch_loss,0.5538815855979919,1.0,elmo,RNNCNN,fold3,train
epoch_loss,0.4306895136833191,2.0,elmo,RNNCNN,fold3,train
epoch_loss,0.32470181584358215,3.0,elmo,RNNCNN,fold3,train
epoch_loss,0.2662481665611267,4.0,elmo,RNNCNN,fold3,train
epoch_loss,0.20963822305202484,5.0,elmo,RNNCNN,fold3,train
epoch_loss,0.17445692420005798,6.0,elmo,RNNCNN,fold3,train
epoch_loss,0.14092391729354858,7.0,elmo,RNNCNN,fold3,train
epoch_loss,0.11388551443815231,8.0,elmo,RNNCNN,fold3,train
epoch_loss,0.09386218339204788,9.0,elmo,RNNCNN,fold3,train
epoch_loss,0.07440979778766632,10.0,elmo,RNNCNN,fold3,train
epoch_loss,0.057318322360515594,11.0,elmo,RNNCNN,fold3,train
epoch_loss,0.04160553216934204,12.0,elmo,RNNCNN,fold3,train
epoch_loss,0.03141042962670326,13.0,elmo,RNNCNN,fold3,train
epoch_loss,0.023077765479683876,14.0,elmo,RNNCNN,fold3,train
epoch_loss,0.016459433361887932,15.0,elmo,RNNCNN,fold3,train
epoch_loss,0.012509232386946678,16.0,elmo,RNNCNN,fold3,train
epoch_loss,0.011014838702976704,17.0,elmo,RNNCNN,fold3,train
epoch_loss,0.008750027045607567,18.0,elmo,RNNCNN,fold3,train
epoch_loss,0.006102601531893015,19.0,elmo,RNNCNN,fold3,train
epoch_loss,0.005346240941435099,20.0,elmo,RNNCNN,fold3,train
epoch_loss,0.004810271319001913,21.0,elmo,RNNCNN,fold3,train
epoch_loss,0.005366209428757429,22.0,elmo,RNNCNN,fold3,train
epoch_loss,0.005878038238734007,23.0,elmo,RNNCNN,fold3,train
epoch_loss,0.004417644813656807,24.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0025082381907850504,25.0,elmo,RNNCNN,fold3,train
epoch_loss,0.003089813981205225,26.0,elmo,RNNCNN,fold3,train
epoch_loss,0.004517236724495888,27.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0017185569740831852,28.0,elmo,RNNCNN,fold3,train
epoch_loss,0.002270560245960951,29.0,elmo,RNNCNN,fold3,train
epoch_loss,0.003419260261580348,30.0,elmo,RNNCNN,fold3,train
epoch_loss,0.002436521230265498,31.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0015864232555031776,32.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0013420013710856438,33.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0008438742370344698,34.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0019057472236454487,35.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0019994801841676235,36.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001730212476104498,37.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001315293018706143,38.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0026205882895737886,39.0,elmo,RNNCNN,fold3,train
epoch_loss,0.004797409754246473,40.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0011216908460482955,41.0,elmo,RNNCNN,fold3,train
epoch_loss,0.002625812077894807,42.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0022148992866277695,43.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0027330871671438217,44.0,elmo,RNNCNN,fold3,train
epoch_loss,0.002308236202225089,45.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0028012352995574474,46.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0007626318256370723,47.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0026519077364355326,48.0,elmo,RNNCNN,fold3,train
epoch_loss,0.002112617949023843,49.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0014710081741213799,50.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001761274877935648,51.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001999888801947236,52.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0018828401807695627,53.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0015838994877412915,54.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0013871333794668317,55.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001858022646047175,56.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001376976491883397,57.0,elmo,RNNCNN,fold3,train
epoch_loss,0.003063477575778961,58.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0012406139867380261,59.0,elmo,RNNCNN,fold3,train
epoch_loss,0.002829978009685874,60.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0020316862501204014,61.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0017901445971801877,62.0,elmo,RNNCNN,fold3,train
epoch_loss,0.002302092034369707,63.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0028250825125724077,64.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0019529813434928656,65.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001412340090610087,66.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0006875112885609269,67.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0013479264453053474,68.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001489809132181108,69.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0016890894621610641,70.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0025821521412581205,71.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001108574215322733,72.0,elmo,RNNCNN,fold3,train
epoch_loss,0.001361575908958912,73.0,elmo,RNNCNN,fold3,train
epoch_loss,0.0008383156382478774,74.0,elmo,RNNCNN,fold3,train
epoch_acc,0.4833795130252838,0.0,elmo,RNNCNN,fold3,train
epoch_acc,0.807479202747345,1.0,elmo,RNNCNN,fold3,train
epoch_acc,0.8421052694320679,2.0,elmo,RNNCNN,fold3,train
epoch_acc,0.8704985976219177,3.0,elmo,RNNCNN,fold3,train
epoch_acc,0.8981994390487671,4.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9175900220870972,5.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9335179924964905,6.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9515235424041748,7.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9667590260505676,8.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9729917049407959,9.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9785318374633789,10.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9875346422195435,11.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9909972548484802,12.0,elmo,RNNCNN,fold3,train
epoch_acc,0.992382287979126,13.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9930747747421265,14.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9965373873710632,15.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9972299337387085,16.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9972299337387085,17.0,elmo,RNNCNN,fold3,train
epoch_acc,0.997922420501709,18.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,19.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,20.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,21.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,22.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,23.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,24.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,25.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,26.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,27.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,28.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,29.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,30.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,31.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,32.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,33.0,elmo,RNNCNN,fold3,train
epoch_acc,1.0,34.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,35.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,36.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,37.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,38.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,39.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,40.0,elmo,RNNCNN,fold3,train
epoch_acc,1.0,41.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,42.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,43.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,44.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,45.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,46.0,elmo,RNNCNN,fold3,train
epoch_acc,1.0,47.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,48.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,49.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,50.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,51.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,52.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,53.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,54.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,55.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,56.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,57.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,58.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,59.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,60.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,61.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,62.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,63.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,64.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,65.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,66.0,elmo,RNNCNN,fold3,train
epoch_acc,1.0,67.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,68.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9986149668693542,69.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,70.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,71.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,72.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,73.0,elmo,RNNCNN,fold3,train
epoch_acc,0.9993074536323547,74.0,elmo,RNNCNN,fold3,train
epoch_loss,0.5699962377548218,0.0,w2v,DNN,fold6,validation
epoch_loss,0.4425446391105652,1.0,w2v,DNN,fold6,validation
epoch_loss,0.374441921710968,2.0,w2v,DNN,fold6,validation
epoch_loss,0.2974746823310852,3.0,w2v,DNN,fold6,validation
epoch_loss,0.254282146692276,4.0,w2v,DNN,fold6,validation
epoch_loss,0.2212390899658203,5.0,w2v,DNN,fold6,validation
epoch_loss,0.21348950266838074,6.0,w2v,DNN,fold6,validation
epoch_loss,0.1897132694721222,7.0,w2v,DNN,fold6,validation
epoch_loss,0.18577077984809875,8.0,w2v,DNN,fold6,validation
epoch_loss,0.1645750105381012,9.0,w2v,DNN,fold6,validation
epoch_loss,0.1761050820350647,10.0,w2v,DNN,fold6,validation
epoch_loss,0.17112930119037628,11.0,w2v,DNN,fold6,validation
epoch_loss,0.16235850751399994,12.0,w2v,DNN,fold6,validation
epoch_loss,0.1838867962360382,13.0,w2v,DNN,fold6,validation
epoch_loss,0.18468181788921356,14.0,w2v,DNN,fold6,validation
epoch_loss,0.179538294672966,15.0,w2v,DNN,fold6,validation
epoch_loss,0.1869809627532959,16.0,w2v,DNN,fold6,validation
epoch_loss,0.18849404156208038,17.0,w2v,DNN,fold6,validation
epoch_loss,0.18367403745651245,18.0,w2v,DNN,fold6,validation
epoch_loss,0.18008986115455627,19.0,w2v,DNN,fold6,validation
epoch_loss,0.1910829246044159,20.0,w2v,DNN,fold6,validation
epoch_loss,0.2047981321811676,21.0,w2v,DNN,fold6,validation
epoch_loss,0.24084334075450897,22.0,w2v,DNN,fold6,validation
epoch_loss,0.23460011184215546,23.0,w2v,DNN,fold6,validation
epoch_loss,0.2253759801387787,24.0,w2v,DNN,fold6,validation
epoch_loss,0.21823391318321228,25.0,w2v,DNN,fold6,validation
epoch_loss,0.22127358615398407,26.0,w2v,DNN,fold6,validation
epoch_loss,0.20906047523021698,27.0,w2v,DNN,fold6,validation
epoch_loss,0.20415274798870087,28.0,w2v,DNN,fold6,validation
epoch_loss,0.20293636620044708,29.0,w2v,DNN,fold6,validation
epoch_loss,0.19272056221961975,30.0,w2v,DNN,fold6,validation
epoch_loss,0.20492544770240784,31.0,w2v,DNN,fold6,validation
epoch_loss,0.22307188808918,32.0,w2v,DNN,fold6,validation
epoch_loss,0.24099457263946533,33.0,w2v,DNN,fold6,validation
epoch_loss,0.24355468153953552,34.0,w2v,DNN,fold6,validation
epoch_loss,0.2410753220319748,35.0,w2v,DNN,fold6,validation
epoch_loss,0.26391738653182983,36.0,w2v,DNN,fold6,validation
epoch_loss,0.26259469985961914,37.0,w2v,DNN,fold6,validation
epoch_loss,0.26588648557662964,38.0,w2v,DNN,fold6,validation
epoch_loss,0.25002676248550415,39.0,w2v,DNN,fold6,validation
epoch_loss,0.2634175419807434,40.0,w2v,DNN,fold6,validation
epoch_loss,0.2518589496612549,41.0,w2v,DNN,fold6,validation
epoch_loss,0.2522737383842468,42.0,w2v,DNN,fold6,validation
epoch_loss,0.2461688071489334,43.0,w2v,DNN,fold6,validation
epoch_loss,0.2387315034866333,44.0,w2v,DNN,fold6,validation
epoch_loss,0.2572762966156006,45.0,w2v,DNN,fold6,validation
epoch_loss,0.2511206269264221,46.0,w2v,DNN,fold6,validation
epoch_loss,0.24202542006969452,47.0,w2v,DNN,fold6,validation
epoch_loss,0.2465183287858963,48.0,w2v,DNN,fold6,validation
epoch_loss,0.25148800015449524,49.0,w2v,DNN,fold6,validation
epoch_acc,0.7875000238418579,0.0,w2v,DNN,fold6,validation
epoch_acc,0.893750011920929,1.0,w2v,DNN,fold6,validation
epoch_acc,0.9375,2.0,w2v,DNN,fold6,validation
epoch_acc,0.925000011920929,3.0,w2v,DNN,fold6,validation
epoch_acc,0.918749988079071,4.0,w2v,DNN,fold6,validation
epoch_acc,0.918749988079071,5.0,w2v,DNN,fold6,validation
epoch_acc,0.90625,6.0,w2v,DNN,fold6,validation
epoch_acc,0.9125000238418579,7.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,8.0,w2v,DNN,fold6,validation
epoch_acc,0.9125000238418579,9.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,10.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,11.0,w2v,DNN,fold6,validation
epoch_acc,0.925000011920929,12.0,w2v,DNN,fold6,validation
epoch_acc,0.918749988079071,13.0,w2v,DNN,fold6,validation
epoch_acc,0.90625,14.0,w2v,DNN,fold6,validation
epoch_acc,0.925000011920929,15.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,16.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,17.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,18.0,w2v,DNN,fold6,validation
epoch_acc,0.918749988079071,19.0,w2v,DNN,fold6,validation
epoch_acc,0.9125000238418579,20.0,w2v,DNN,fold6,validation
epoch_acc,0.918749988079071,21.0,w2v,DNN,fold6,validation
epoch_acc,0.925000011920929,22.0,w2v,DNN,fold6,validation
epoch_acc,0.918749988079071,23.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,24.0,w2v,DNN,fold6,validation
epoch_acc,0.925000011920929,25.0,w2v,DNN,fold6,validation
epoch_acc,0.9125000238418579,26.0,w2v,DNN,fold6,validation
epoch_acc,0.918749988079071,27.0,w2v,DNN,fold6,validation
epoch_acc,0.925000011920929,28.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,29.0,w2v,DNN,fold6,validation
epoch_acc,0.9312499761581421,30.0,w2v,DNN,fold6,validation
epoch_acc,0.925000011920929,31.0,w2v,DNN,fold6,validation
